stemming,sentiment_label
open app wont even reach menu waited around minutes still wouldnt open menu stuck loading screen green screen words starbucks rewards first thought slow old phone even new phone still thing,positive
great time using app lately ive trying open app still stuck loading screen since yesterday kindly fix please,positive
currently server open app use card days still havent repair,negative
app stuck starbucks logo ive reinstalling view times app still doesnt work please fix,negative
stuck logo screen,negative
gk bs login,negative
use apps please fix update stars review,positive
abis donlot open trus freeze apa2 lbh stay line de skrg apa2 bikin app,positive
app always hang started every time please fix,positive
apllications stuck starbuck logo minutes open uninstall reinstalling jot solve problem think way hold customers earning points good job,negative
app version installed phone still stuck opening screen minutes totally make payment app since nov ive deposit ecard use store lol,positive
open apps,negative
produk mahal aplikasi sampah duit dalem tidakbisa buka,negative
fix app,negative
load android since yesterday frustasting want purchase check rewards,positive
app keeps stuck opening logo even proceed menu,negative
aplication responding use money still,negative
starbuck reward apps use last day indonesia,positive
open starbucks app stuck logo,negative
nambah reward offline,positive
omg open,negative
appnya ssudah baik sentidakja banget kecewa,negative
fail load since yesterday please fix,negative
open app hell going,negative
open app today stopped first landing page thats itno menusno picturesno promosnothingplease fix,negative
stuck open,negative
open app please fix,positive
gimana sih aplikasi gk buka tolong developer nya kembaliin aplikasi udh top aplikasi gk buka jarintidakn internet ku kenceng,positive
first app working normally seem open app always stuck splash screen supposed use card even open app,negative
days aplication,negative
open,negative
log,negative
please application opened phoneand tried another phonesits whats going glad let know fix asap,positive
birthday updated change disappointing dont even get cake reward birthday,positive
abis bikin acc telah masuklogin bilang salah user passwordampe males,negative
want know developing app coz app rubbish can not logged registered exact password please resign find new job dear developer field,positive
sign try log theres pop shown username pass invalid even captured password sign try login still match can not login forgot password link verification sent mine sorry sorry app bad,negative
bought new card registered successfully login use card pay please starbucks big company invest software server well know answer im sorry incovenience etc dissapointed,positive
seriously want sign says passwordemail invalid meanwhile ive type right,negative
based quality app must made underpaid developers made bare minimum left many bugs app register couldnt login email phone number already used can not register atidakin,positive
honestly im disappointed already sign tried sign go app said credentials invalid fix asap app doesnt make transaction easier,negative
really slow,negative
even can not enter app install phone problem definitely,negative
bikin member akun login akun password bener bilang invalid password aplikasi ngtidak,negative
pasword bilang salah terussaat log pdhl pasword ssudah sesuai bingung,negative
stuck start clik apps showing sb logo never ending even restart phone need reinstall back yes good,positive
app never sends email reset password could never get app,negative
batidakimana guna starbucks card receiptnya kirim aplikasi paperless,negative
login invalid uname pass said eventho type right one already contact socmed solution terrible apps cs dont add login option tho hate,negative
register udh berkali2 email pdhl daftar sellau pas sign email pdhl email aktif,negative
thought device turns error app tried login everytime set passcode said null already tried login different device still working guys contact developer tried fix launched make sure usability testing getting annoying im going uninstall atidakin,negative
apps frequently crashed stucked logo screen,negative
make logged ky apps update apps forgot password enter mail email sent email account recover,negative
days logged huge loyal funding customers resourceful company arent starbucks going anything dec apps work still quite slow new problem starbucks store can not accept starbucks members card cash cards payment accept cash top,negative
joined starbucks id today made purchases today told starbucks card errors can not use card receive credit disappointed get credit years debating getting membership doesnt work finally happening atidakin today system 3rd november credit todays purchases already receiving rp3 purchase credit starbucks cardwake starbucks offline atidakin credit atidakin purchase,positive
can not open app busy hours,negative
update didnt recieve otapi code even said put email password wrong,negative
really functional app try sign really stupid finishing inputs click sign button doesnt work also doesnt tell whats wrong tidakrbage,negative
loading atidakin,negative
ui great,positive
stuck starbucks logo atidakin,negative
get made acc long time ago complicated reset application web,negative
complicated difficult sign said failed sign email phone number already registered must change email phone number twice result still failed sign,negative
times wont load,negative
nice discount,positive
slow,negative
need line really apps wasting money time,negative
stuck loading screen bikin apps bugs mulu rip devs,negative
login account updated please fix bring physical card able use store,positive
submit email password get apps,negative
starbucks indonesia wassup online systemwe even claim free drink rewarded us apps pos system claims downoffline often visit storei sure customer complaining,positive
worst user interface ever,negative
topup destination bank responding please try atidakin also add bsi bank option,positive
stuck loading screen,negative
sign use appwhen sign read long list things,negative
aplikasi opooo iki sign tau isok,negative
aplikasi jelek milih menu pilih resto nunjuknya resto jkt pdhl semarang,negative
nearby store available jakarta can not claim reward buy others app eg grab gojek,negative
starbucks help repeat signup process forget dont know email fill correct one notification inbox registration nothing solve problem phone number already registeted email correct login process option login phone number think option make user easier take login process forgot email,positive
major update tidakngguan sampe bulan usaha kelas map hire org bagus sih major update aja tidakngguan minggu worsening tidakbisa nambah poin,negative
store detected,negative
slow app used good,positive
tidakbisa buka,negative
uiux needs improvement pretty confusing,positive
otapi omg uninstall,negative
regnya error2 mulu sekali rewardnya ntidak dpt free coffee kya,positive
lambat banget buka apps aja lamaaaa kadang buka,negative
can not get app stuck green welcome screen,positive
annoying sent verif code email didnt receive anything ive tried many times,negative
mantap rp,negative
open appscan add card,negative
login aja susah email konfirmasi masuk2 hahaha shame,positive
even register new member,negative
super slow app bar,positive
regis copas kasih pass aman darinpass generator developer nya benerin nih langsung uninstall mending beli gojek aja dah,negative
bilang reward expired error ditidaknti haha ditidaknti free tall doang biji,positive
barely usable slow wont let access cards,negative
think wrong register email phone number reegister anorher acount thanks,negative
aplikasi bagus santidakt memsudahkan reward nyaaaa,positive
difficult login,negative
payah ah masak ngeblock akses password manager bitwarden paste function bikin aman milih password,negative
even log passcode keep saying null check operator used null value,positive
app responding otapi work much bug,negative
lot banget,negative
server error susah ajajn,negative
shittiest app entire life much loading also something went wrong notification popping tried log,negative
function allonly logo,negative
apk can not opened,negative
tidakngguab kah,negative
always open app suck,negative
always error,negative
kamprettt looo,negative
appsnya ngtidak dibuka2 see starbucks logo eror gin sih apps hiks takut saldo apps starbucks ngtidak transaksi kl appsnya ngtidak dibukaa,negative
useless,negative
lots bugs,negative
udh online masuk aplikasi susah banget top susah saldo ngtidak keupdate2 aplikasi masuk ngtidak bisabisa ujung2nya bayar pake cc bca guna aplikasi ngendapin saldo org2 mayan jg neh buntidaknya budget enhancement system,positive
hard open lagging,negative
pas promo lot bgt buka,negative
error,negative
aplikasi buka saldo tahan,negative
sucks application tho,negative
aplikasi bs buka,negative
kacrut bangettidak ngebuka 10mnt kasir uninstall install tetep ajeeh,negative
today app crash atidakin super lot loading also app closed without notif,positive
bad application stuck respon google please delete apps,negative
aplikasi busuk lola dipake,negative
seta update aplikasi buka aplikasi uninstall install masuk batidakimana saldo batidakimana,negative
apps nya minggu kemarin tidakbisa buka eh dapet reward free gimana sih,positive
oke,negative
starbucks mantapppp,negative
even load app,negative
open apps,negative
apps minggu pakai takut rewards star points sy hilang kemarin ssudah dibenerin pakai appnya kasih reward free minum thank starbucks extra perhati,positive
even loading open app edited problem solved login thanks,positive
working,negative
ok thanx fixing back business,positive
open app days emails sent app developer email gets bounced back undeliverable please issue fix quickly cash credit vouchers locked change rating fix edit app fixed ive changed rating reflect opinion app works,positive
days open stuck logo screen,negative
week nota able access application really annoying,negative
open installed stuck opening page bad resolution quite awhile review page,negative
salah pasword lgsg buka sdh reinstal jg recomended,negative
app work open stays loading screen forever,negative
first time normal even open app keep stuck logo,negative
error error error bad experience company say appologize etc,negative
always top pay app,positive
hp error aplikasi aplikasi buka muncul logo masuk aplikasi tolong cek terima kasih,negative
open apps update already reinstall please fix,positive
aplication open,negative
open android,negative
starbucks app nya buruk logo tampiltidak buka menunyatolong baik aplikasi thx,positive
long maintenance already days dont know hong long maintenance,negative
app runningthe internet connection perfectalready hours like,positive
open uninstall installed,negative
ssudah aplikasi bs akses tidakngguan hello uda bbrp hr lhoseharusnya tdk,negative
somehow starbucks id didnt work ive tried open app always stuck cover page ive also checked network good condition please check something app,positive
aplikasi ssudah jalan buka cepet benerin system nya,negative
app slow,negative
cm muncullogo starbucks reward masuk menu update,positive
error apps days errors completly shutdown madness,negative
stuck mulu fixed,negative
update error tampil layar tdk ubah saldo,negative
applikasi hang,negative
couple days application stucked open use payment annoying experience since dont fixed yet,negative
pas mo dipake apps nya loading kelar2,negative
even open apps stuck,negative
happen app responding,negative
app wont open month,negative
c aq masuk app nya stuck homefront nya doang,negative
open app,negative
suka buka,negative
starbucks card app nya gk ssudah top eh gk ngeselin uang tahan gk senang banget hari sih gk berhari2,positive
logo stuck samsung tidaklaxy s22,negative
hi today access application application stuck screen page anyone problem,negative
suddenly unable open stuck banner logo,negative
jelek banget buka pakai jutidak buka kecewa,negative
app working properly rebooted still stuck sorry say helpful enough,positive
hi problem download app still havent make log app hope developer fix quickly thank,positive
days app downtime along reputation used millions yet never priority channel voucher expired today unused balance double thumbs might consider never use app atidakin,negative
open starbucks apps anymore fix still amount app,negative
maintenance berhari2 buka app,negative
hard opeen,negative
aplikasi gk pakai reward mw redeem reward pake kartu fisik jutidak ngk bs,positive
buka bad app,negative
open apps,negative
aplikasi buka,negative
please fix system use card reward,positive
ngtidak login reward ngtidak kepake ssudah expired gmn kah appnya,positive
downloading couldnt open fix bugs pls,positive
suddenly use app please fix,positive
eror,negative
hey app didnt work since yesterday nov,negative
error gbs buka uang dalem rewardw expired,negative
always crash,negative
kenapaaa yaaa aplikasi buka loading warna ijo logo starbucks doang internet kenceng helppp,negative
open app wait 10min stil loading try restart reinstall,negative
broken app many problem,negative
app even load pass starbucks logo,negative
tidakbisa dipake,negative
aplikasi banget loadingnya ngebuka kemarin jutidak sempet error saldo kyknya star rewardnya jutidak nambah ngecek appsnya bosen nungguin buka,negative
open app wont even reach menu waited around minutes still wouldnt open menu stuck loading screen green screen words starbucks rewards first thought slow old phone even new phone still thing,positive
great time using app lately ive trying open app still stuck loading screen since yesterday kindly fix please,positive
currently server open app use card days still havent repair,negative
app stuck starbucks logo ive reinstalling view times app still doesnt work please fix,negative
stuck logo screen,negative
gk bs login,negative
use apps please fix update stars review,positive
abis donlot open trus freeze apa2 lbh stay line de skrg apa2 bikin app,positive
app always hang started every time please fix,positive
apllications stuck starbuck logo minutes open uninstall reinstalling jot solve problem think way hold customers earning points good job,negative
app version installed phone still stuck opening screen minutes totally make payment app since nov ive deposit ecard use store lol,positive
open apps,negative
produk mahal aplikasi sampah duit dalem tidakbisa buka,negative
fix app,negative
load android since yesterday frustasting want purchase check rewards,positive
app keeps stuck opening logo even proceed menu,negative
aplication responding use money still,negative
starbuck reward apps use last day indonesia,positive
open starbucks app stuck logo,negative
nambah reward offline,positive
omg open,negative
appnya ssudah baik sentidakja banget kecewa,negative
fail load since yesterday please fix,negative
open app hell going,negative
open app today stopped first landing page thats itno menusno picturesno promosnothingplease fix,negative
stuck open,negative
open app please fix,positive
gimana sih aplikasi gk buka tolong developer nya kembaliin aplikasi udh top aplikasi gk buka jarintidakn internet ku kenceng,positive
first app working normally seem open app always stuck splash screen supposed use card even open app,negative
days aplication,negative
open,negative
log,negative
please application opened phoneand tried another phonesits whats going glad let know fix asap,positive
birthday updated change disappointing dont even get cake reward birthday,positive
abis bikin acc telah masuklogin bilang salah user passwordampe males,negative
want know developing app coz app rubbish can not logged registered exact password please resign find new job dear developer field,positive
sign try log theres pop shown username pass invalid even captured password sign try login still match can not login forgot password link verification sent mine sorry sorry app bad,negative
bought new card registered successfully login use card pay please starbucks big company invest software server well know answer im sorry incovenience etc dissapointed,positive
seriously want sign says passwordemail invalid meanwhile ive type right,negative
based quality app must made underpaid developers made bare minimum left many bugs app register couldnt login email phone number already used can not register atidakin,positive
honestly im disappointed already sign tried sign go app said credentials invalid fix asap app doesnt make transaction easier,negative
really slow,negative
even can not enter app install phone problem definitely,negative
bikin member akun login akun password bener bilang invalid password aplikasi ngtidak,negative
pasword bilang salah terussaat log pdhl pasword ssudah sesuai bingung,negative
stuck start clik apps showing sb logo never ending even restart phone need reinstall back yes good,positive
app never sends email reset password could never get app,negative
batidakimana guna starbucks card receiptnya kirim aplikasi paperless,negative
login invalid uname pass said eventho type right one already contact socmed solution terrible apps cs dont add login option tho hate,negative
register udh berkali2 email pdhl daftar sellau pas sign email pdhl email aktif,negative
thought device turns error app tried login everytime set passcode said null already tried login different device still working guys contact developer tried fix launched make sure usability testing getting annoying im going uninstall atidakin,negative
apps frequently crashed stucked logo screen,negative
make logged ky apps update apps forgot password enter mail email sent email account recover,negative
days logged huge loyal funding customers resourceful company arent starbucks going anything dec apps work still quite slow new problem starbucks store can not accept starbucks members card cash cards payment accept cash top,negative
joined starbucks id today made purchases today told starbucks card errors can not use card receive credit disappointed get credit years debating getting membership doesnt work finally happening atidakin today system 3rd november credit todays purchases already receiving rp3 purchase credit starbucks cardwake starbucks offline atidakin credit atidakin purchase,positive
can not open app busy hours,negative
update didnt recieve otapi code even said put email password wrong,negative
really functional app try sign really stupid finishing inputs click sign button doesnt work also doesnt tell whats wrong tidakrbage,negative
loading atidakin,negative
ui great,positive
stuck starbucks logo atidakin,negative
get made acc long time ago complicated reset application web,negative
complicated difficult sign said failed sign email phone number already registered must change email phone number twice result still failed sign,negative
times wont load,negative
nice discount,positive
slow,negative
need line really apps wasting money time,negative
stuck loading screen bikin apps bugs mulu rip devs,negative
login account updated please fix bring physical card able use store,positive
submit email password get apps,negative
starbucks indonesia wassup online systemwe even claim free drink rewarded us apps pos system claims downoffline often visit storei sure customer complaining,positive
worst user interface ever,negative
topup destination bank responding please try atidakin also add bsi bank option,positive
stuck loading screen,negative
sign use appwhen sign read long list things,negative
aplikasi opooo iki sign tau isok,negative
aplikasi jelek milih menu pilih resto nunjuknya resto jkt pdhl semarang,negative
nearby store available jakarta can not claim reward buy others app eg grab gojek,negative
starbucks help repeat signup process forget dont know email fill correct one notification inbox registration nothing solve problem phone number already registeted email correct login process option login phone number think option make user easier take login process forgot email,positive
major update tidakngguan sampe bulan usaha kelas map hire org bagus sih major update aja tidakngguan minggu worsening tidakbisa nambah poin,negative
store detected,negative
slow app used good,positive
tidakbisa buka,negative
uiux needs improvement pretty confusing,positive
otapi omg uninstall,negative
regnya error2 mulu sekali rewardnya ntidak dpt free coffee kya,positive
lambat banget buka apps aja lamaaaa kadang buka,negative
can not get app stuck green welcome screen,positive
annoying sent verif code email didnt receive anything ive tried many times,negative
mantap rp,negative
open appscan add card,negative
login aja susah email konfirmasi masuk2 hahaha shame,positive
even register new member,negative
super slow app bar,positive
regis copas kasih pass aman darinpass generator developer nya benerin nih langsung uninstall mending beli gojek aja dah,negative
bilang reward expired error ditidaknti haha ditidaknti free tall doang biji,positive
barely usable slow wont let access cards,negative
think wrong register email phone number reegister anorher acount thanks,negative
aplikasi bagus santidakt memsudahkan reward nyaaaa,positive
difficult login,negative
payah ah masak ngeblock akses password manager bitwarden paste function bikin aman milih password,negative
even log passcode keep saying null check operator used null value,positive
app responding otapi work much bug,negative
lot banget,negative
server error susah ajajn,negative
shittiest app entire life much loading also something went wrong notification popping tried log,negative
function allonly logo,negative
apk can not opened,negative
tidakngguab kah,negative
always open app suck,negative
always error,negative
kamprettt looo,negative
appsnya ngtidak dibuka2 see starbucks logo eror gin sih apps hiks takut saldo apps starbucks ngtidak transaksi kl appsnya ngtidak dibukaa,negative
useless,negative
lots bugs,negative
udh online masuk aplikasi susah banget top susah saldo ngtidak keupdate2 aplikasi masuk ngtidak bisabisa ujung2nya bayar pake cc bca guna aplikasi ngendapin saldo org2 mayan jg neh buntidaknya budget enhancement system,positive
hard open lagging,negative
pas promo lot bgt buka,negative
error,negative
aplikasi buka saldo tahan,negative
sucks application tho,negative
aplikasi bs buka,negative
kacrut bangettidak ngebuka 10mnt kasir uninstall install tetep ajeeh,negative
today app crash atidakin super lot loading also app closed without notif,positive
bad application stuck respon google please delete apps,negative
aplikasi busuk lola dipake,negative
seta update aplikasi buka aplikasi uninstall install masuk batidakimana saldo batidakimana,negative
apps nya minggu kemarin tidakbisa buka eh dapet reward free gimana sih,positive
oke,negative
starbucks mantapppp,negative
even load app,negative
open apps,negative
apps minggu pakai takut rewards star points sy hilang kemarin ssudah dibenerin pakai appnya kasih reward free minum thank starbucks extra perhati,positive
even loading open app edited problem solved login thanks,positive
working,negative
ok thanx fixing back business,positive
open app days emails sent app developer email gets bounced back undeliverable please issue fix quickly cash credit vouchers locked change rating fix edit app fixed ive changed rating reflect opinion app works,positive
days open stuck logo screen,negative
week nota able access application really annoying,negative
open installed stuck opening page bad resolution quite awhile review page,negative
salah pasword lgsg buka sdh reinstal jg recomended,negative
app work open stays loading screen forever,negative
first time normal even open app keep stuck logo,negative
error error error bad experience company say appologize etc,negative
always top pay app,positive
hp error aplikasi aplikasi buka muncul logo masuk aplikasi tolong cek terima kasih,negative
open apps update already reinstall please fix,positive
aplication open,negative
open android,negative
starbucks app nya buruk logo tampiltidak buka menunyatolong baik aplikasi thx,positive
long maintenance already days dont know hong long maintenance,negative
app runningthe internet connection perfectalready hours like,positive
open uninstall installed,negative
ssudah aplikasi bs akses tidakngguan hello uda bbrp hr lhoseharusnya tdk,negative
somehow starbucks id didnt work ive tried open app always stuck cover page ive also checked network good condition please check something app,positive
aplikasi ssudah jalan buka cepet benerin system nya,negative
app slow,negative
cm muncullogo starbucks reward masuk menu update,positive
error apps days errors completly shutdown madness,negative
stuck mulu fixed,negative
update error tampil layar tdk ubah saldo,negative
applikasi hang,negative
couple days application stucked open use payment annoying experience since dont fixed yet,negative
pas mo dipake apps nya loading kelar2,negative
even open apps stuck,negative
happen app responding,negative
app wont open month,negative
c aq masuk app nya stuck homefront nya doang,negative
open app,negative
suka buka,negative
starbucks card app nya gk ssudah top eh gk ngeselin uang tahan gk senang banget hari sih gk berhari2,positive
logo stuck samsung tidaklaxy s22,negative
hi today access application application stuck screen page anyone problem,negative
suddenly unable open stuck banner logo,negative
jelek banget buka pakai jutidak buka kecewa,negative
app working properly rebooted still stuck sorry say helpful enough,positive
hi problem download app still havent make log app hope developer fix quickly thank,positive
days app downtime along reputation used millions yet never priority channel voucher expired today unused balance double thumbs might consider never use app atidakin,negative
open starbucks apps anymore fix still amount app,negative
maintenance berhari2 buka app,negative
hard opeen,negative
aplikasi gk pakai reward mw redeem reward pake kartu fisik jutidak ngk bs,positive
buka bad app,negative
open apps,negative
aplikasi buka,negative
please fix system use card reward,positive
ngtidak login reward ngtidak kepake ssudah expired gmn kah appnya,positive
downloading couldnt open fix bugs pls,positive
suddenly use app please fix,positive
eror,negative
hey app didnt work since yesterday nov,negative
error gbs buka uang dalem rewardw expired,negative
always crash,negative
kenapaaa yaaa aplikasi buka loading warna ijo logo starbucks doang internet kenceng helppp,negative
open app wait 10min stil loading try restart reinstall,negative
broken app many problem,negative
app even load pass starbucks logo,negative
tidakbisa dipake,negative
aplikasi banget loadingnya ngebuka kemarin jutidak sempet error saldo kyknya star rewardnya jutidak nambah ngecek appsnya bosen nungguin buka,negative
open app wont even reach menu waited around minutes still wouldnt open menu stuck loading screen green screen words starbucks rewards first thought slow old phone even new phone still thing,positive
great time using app lately ive trying open app still stuck loading screen since yesterday kindly fix please,positive
currently server open app use card days still havent repair,negative
app stuck starbucks logo ive reinstalling view times app still doesnt work please fix,negative
stuck logo screen,negative
gk bs login,negative
use apps please fix update stars review,positive
abis donlot open trus freeze apa2 lbh stay line de skrg apa2 bikin app,positive
app always hang started every time please fix,positive
apllications stuck starbuck logo minutes open uninstall reinstalling jot solve problem think way hold customers earning points good job,negative
app version installed phone still stuck opening screen minutes totally make payment app since nov ive deposit ecard use store lol,positive
open apps,negative
produk mahal aplikasi sampah duit dalem tidakbisa buka,negative
fix app,negative
load android since yesterday frustasting want purchase check rewards,positive
app keeps stuck opening logo even proceed menu,negative
aplication responding use money still,negative
starbuck reward apps use last day indonesia,positive
open starbucks app stuck logo,negative
nambah reward offline,positive
omg open,negative
appnya ssudah baik sentidakja banget kecewa,negative
fail load since yesterday please fix,negative
open app hell going,negative
open app today stopped first landing page thats itno menusno picturesno promosnothingplease fix,negative
stuck open,negative
open app please fix,positive
gimana sih aplikasi gk buka tolong developer nya kembaliin aplikasi udh top aplikasi gk buka jarintidakn internet ku kenceng,positive
first app working normally seem open app always stuck splash screen supposed use card even open app,negative
days aplication,negative
open,negative
log,negative
please application opened phoneand tried another phonesits whats going glad let know fix asap,positive
maintenance krn tidakbisa masuk stuck tampil logo starbucks gede mohon cek thanks,positive
get inside app stuck waiting long said starbucks rewards,positive
im stuck first loading screen already try unistall twice,negative
app wont open loading use balance juat find another coffee shop guess,negative
error tidakbisa buka,negative
starbucks card nya ssudah ntidak pake jg ntidak pake duit masuk ntidak pake bayang bank ssudah ojk starbucks usaha loh emang sistem fintech nya blom siapmemadai tolong jual,negative
much error screen stuck starbucks logo enter inside apps,negative
can not open app since updated latest version,negative
hi app unable even enter menu,negative
worst app wont open need make payment embarrassing experience nov 3rd thing happened atidakin login takes long eventually paid using credit card couldnt use reward lost points purchase,negative
eror tangtidakl november november eror baik buang starbuck,negative
stuck starbucks logo loading screen previously problem can not use apps,negative
yo happen last update keep showing logo screen nothing,negative
kadang lot buka ap nyatolong baik atidakr antri entidak macet,negative
app got stuck front page ive tried rebooting reinstalling nothing happened,negative
laggy,negative
fixyourapp error open happens often,negative
wont open edit access hours 2nd edit tumbler day open need itapieoples money,negative
even open app keeps loading,negative
excellent,positive
aplikasi responshipdan user friendly bugs sistem aplikasinyadan maps tampil gerai starbucks akurat titik lengkap gerai ny tolong baik sistem backhand fronthand nya kasih bintang dlu,positive
app daftar hartidak makan minum ya serta promo minum hartidaknya ukur aja grande tall,negative
can not open app busy hours,negative
update didnt recieve otapi code even said put email password wrong,negative
really functional app try sign really stupid finishing inputs click sign button doesnt work also doesnt tell whats wrong tidakrbage,negative
loading atidakin,negative
ui great,positive
stuck starbucks logo atidakin,negative
get made acc long time ago complicated reset application web,negative
complicated difficult sign said failed sign email phone number already registered must change email phone number twice result still failed sign,negative
times wont load,negative
nice discount,positive
slow,negative
need line really apps wasting money time,negative
stuck loading screen bikin apps bugs mulu rip devs,negative
login account updated please fix bring physical card able use store,positive
submit email password get apps,negative
starbucks indonesia wassup online systemwe even claim free drink rewarded us apps pos system claims downoffline often visit storei sure customer complaining,positive
worst user interface ever,negative
topup destination bank responding please try atidakin also add bsi bank option,positive
stuck loading screen,negative
sign use appwhen sign read long list things,negative
aplikasi opooo iki sign tau isok,negative
aplikasi jelek milih menu pilih resto nunjuknya resto jkt pdhl semarang,negative
nearby store available jakarta can not claim reward buy others app eg grab gojek,negative
starbucks help repeat signup process forget dont know email fill correct one notification inbox registration nothing solve problem phone number already registeted email correct login process option login phone number think option make user easier take login process forgot email,positive
major update tidakngguan sampe bulan usaha kelas map hire org bagus sih major update aja tidakngguan minggu worsening tidakbisa nambah poin,negative
store detected,negative
slow app used good,positive
tidakbisa buka,negative
uiux needs improvement pretty confusing,positive
otapi omg uninstall,negative
regnya error2 mulu sekali rewardnya ntidak dpt free coffee kya,positive
lambat banget buka apps aja lamaaaa kadang buka,negative
can not get app stuck green welcome screen,positive
annoying sent verif code email didnt receive anything ive tried many times,negative
mantap rp,negative
open appscan add card,negative
login aja susah email konfirmasi masuk2 hahaha shame,positive
even register new member,negative
super slow app bar,positive
regis copas kasih pass aman darinpass generator developer nya benerin nih langsung uninstall mending beli gojek aja dah,negative
bilang reward expired error ditidaknti haha ditidaknti free tall doang biji,positive
barely usable slow wont let access cards,negative
think wrong register email phone number reegister anorher acount thanks,negative
aplikasi bagus santidakt memsudahkan reward nyaaaa,positive
difficult login,negative
payah ah masak ngeblock akses password manager bitwarden paste function bikin aman milih password,negative
even log passcode keep saying null check operator used null value,positive
app responding otapi work much bug,negative
lot banget,negative
server error susah ajajn,negative
shittiest app entire life much loading also something went wrong notification popping tried log,negative
function allonly logo,negative
apk can not opened,negative
tidakngguab kah,negative
always open app suck,negative
always error,negative
kamprettt looo,negative
appsnya ngtidak dibuka2 see starbucks logo eror gin sih apps hiks takut saldo apps starbucks ngtidak transaksi kl appsnya ngtidak dibukaa,negative
useless,negative
lots bugs,negative
udh online masuk aplikasi susah banget top susah saldo ngtidak keupdate2 aplikasi masuk ngtidak bisabisa ujung2nya bayar pake cc bca guna aplikasi ngendapin saldo org2 mayan jg neh buntidaknya budget enhancement system,positive
hard open lagging,negative
pas promo lot bgt buka,negative
error,negative
aplikasi buka saldo tahan,negative
sucks application tho,negative
aplikasi bs buka,negative
kacrut bangettidak ngebuka 10mnt kasir uninstall install tetep ajeeh,negative
today app crash atidakin super lot loading also app closed without notif,positive
bad application stuck respon google please delete apps,negative
aplikasi busuk lola dipake,negative
seta update aplikasi buka aplikasi uninstall install masuk batidakimana saldo batidakimana,negative
apps nya minggu kemarin tidakbisa buka eh dapet reward free gimana sih,positive
oke,negative
starbucks mantapppp,negative
even load app,negative
open apps,negative
apps minggu pakai takut rewards star points sy hilang kemarin ssudah dibenerin pakai appnya kasih reward free minum thank starbucks extra perhati,positive
even loading open app edited problem solved login thanks,positive
working,negative
ok thanx fixing back business,positive
open app days emails sent app developer email gets bounced back undeliverable please issue fix quickly cash credit vouchers locked change rating fix edit app fixed ive changed rating reflect opinion app works,positive
days open stuck logo screen,negative
week nota able access application really annoying,negative
open installed stuck opening page bad resolution quite awhile review page,negative
salah pasword lgsg buka sdh reinstal jg recomended,negative
app work open stays loading screen forever,negative
first time normal even open app keep stuck logo,negative
error error error bad experience company say appologize etc,negative
always top pay app,positive
hp error aplikasi aplikasi buka muncul logo masuk aplikasi tolong cek terima kasih,negative
open apps update already reinstall please fix,positive
aplication open,negative
open android,negative
starbucks app nya buruk logo tampiltidak buka menunyatolong baik aplikasi thx,positive
long maintenance already days dont know hong long maintenance,negative
app runningthe internet connection perfectalready hours like,positive
open uninstall installed,negative
ssudah aplikasi bs akses tidakngguan hello uda bbrp hr lhoseharusnya tdk,negative
somehow starbucks id didnt work ive tried open app always stuck cover page ive also checked network good condition please check something app,positive
aplikasi ssudah jalan buka cepet benerin system nya,negative
app slow,negative
cm muncullogo starbucks reward masuk menu update,positive
error apps days errors completly shutdown madness,negative
stuck mulu fixed,negative
update error tampil layar tdk ubah saldo,negative
applikasi hang,negative
couple days application stucked open use payment annoying experience since dont fixed yet,negative
pas mo dipake apps nya loading kelar2,negative
even open apps stuck,negative
happen app responding,negative
app wont open month,negative
c aq masuk app nya stuck homefront nya doang,negative
open app,negative
suka buka,negative
starbucks card app nya gk ssudah top eh gk ngeselin uang tahan gk senang banget hari sih gk berhari2,positive
logo stuck samsung tidaklaxy s22,negative
hi today access application application stuck screen page anyone problem,negative
suddenly unable open stuck banner logo,negative
jelek banget buka pakai jutidak buka kecewa,negative
app working properly rebooted still stuck sorry say helpful enough,positive
hi problem download app still havent make log app hope developer fix quickly thank,positive
days app downtime along reputation used millions yet never priority channel voucher expired today unused balance double thumbs might consider never use app atidakin,negative
open starbucks apps anymore fix still amount app,negative
maintenance berhari2 buka app,negative
hard opeen,negative
aplikasi gk pakai reward mw redeem reward pake kartu fisik jutidak ngk bs,positive
buka bad app,negative
open apps,negative
aplikasi buka,negative
please fix system use card reward,positive
ngtidak login reward ngtidak kepake ssudah expired gmn kah appnya,positive
downloading couldnt open fix bugs pls,positive
suddenly use app please fix,positive
eror,negative
hey app didnt work since yesterday nov,negative
error gbs buka uang dalem rewardw expired,negative
always crash,negative
kenapaaa yaaa aplikasi buka loading warna ijo logo starbucks doang internet kenceng helppp,negative
open app wait 10min stil loading try restart reinstall,negative
broken app many problem,negative
app even load pass starbucks logo,negative
tidakbisa dipake,negative
aplikasi banget loadingnya ngebuka kemarin jutidak sempet error saldo kyknya star rewardnya jutidak nambah ngecek appsnya bosen nungguin buka,negative
open app wont even reach menu waited around minutes still wouldnt open menu stuck loading screen green screen words starbucks rewards first thought slow old phone even new phone still thing,positive
great time using app lately ive trying open app still stuck loading screen since yesterday kindly fix please,positive
currently server open app use card days still havent repair,negative
app stuck starbucks logo ive reinstalling view times app still doesnt work please fix,negative
stuck logo screen,negative
gk bs login,negative
use apps please fix update stars review,positive
abis donlot open trus freeze apa2 lbh stay line de skrg apa2 bikin app,positive
app always hang started every time please fix,positive
