review_description,translated_text,sentiment
"Fix the error, the apps is not working","Memperbaiki kesalahan, aplikasi tidak bekerja",negative
This app doesnt work at all. I wanna use this app to buy beverages but it stuck,Aplikasi ini tidak bekerja sama sekali. Saya ingin menggunakan aplikasi ini untuk membeli minuman tapi terjebak,negative
"UX sangat jelek, dibuka itu selalu lemot dan stuck di logo starbuck padahal saya pakai wifi biznet sinyal bagus, lalu respon apk nya jelek sekali. Banyak bug, selalu force closed. Jelek banget deh","UX silat jelek, dibuka itu selalu lemot dan terjebak di logo starbuck paahal saya pakai wifi syal bagus, lalu respon apnya jelek sekali. Bug Banyak, selalu kekuatan ditutup. Jelek banget deh",negative
i can't even open di app it's stuck on loading screen. already reinstalled it and still the same,i bahkan tidak bisa membuka di app itu terjebak pada layar loading. sudah memasang ulang dan masih sama,negative
Gak bisa masuk menu lagi nih,Menu gak bisa masuk lagi nih,negative
"i can’t open the apps, then i decide to uninstal the apps, when i try to download again the apps cannot download and wants to billing, but i confused what bill i need to pay because the apps totaly free 🥺","saya tidak bisa membuka aplikasi, maka saya memutuskan untuk uninstal aplikasi, ketika saya mencoba untuk mendownload lagi aplikasi tidak dapat mengunduh dan ingin menagih, tapi saya bingung apa tagihan saya perlu membayar karena apps total gratis",positive
"pas aku pake ios 15an tuh aman sejahtera appnya, tp pas update ios 16 tuh dia stuck di logoo doang ga kebukaaa... akhirnya install reinstall ulang terus malah gamasuk otp buat loginnyaaa ke emailll jd aku harus apaaa😭 tolong lah sbux brand gede masa aplikasinya begini:( rekrut aku jd tim it pls aku anak it🥲✨","pas aku pake ios 15an tuh aman sejahtera appnya, tp pas update ios 16 tuh dia terjebak di logoo doag ga kebukaaa... akhirnya instal restall ull terus malah gamasuk otp buat loginnyaaa ke emaill jd aku harus aaaap along la la la la la la la la la la lal brand gede masakikasinya began: Lhox rekrut jkrut jm tnkuak it",negative
"It’s been more than 4 days and I can’t even use my card. If no quick fix can be done, why not give us the refund????","Sudah lebih dari 4 hari dan aku bahkan tidak bisa menggunakan kartuku. Jika tidak ada perbaikan cepat dapat dilakukan, mengapa tidak memberi kita pengembalian dana???",negative
Only show the logo. Come on starbuck. Fix the issue,Hanya tunjukkan logonya. Ayo starbuck. Perbaiki masalah ini,negative
App cant be opened (until now) up to 4 days! Its very bad. I hope sbux fix this kind of issues no longer than 24h. Disappointed,App tidak dapat dibuka (sampai sekarang) sampai 4 hari! Itu sangat buruk. Saya berharap sbux memperbaiki masalah semacam ini tidak lebih dari 24h. Kecewa,negative
"Lmao, it’s has been a week stuck in their logo","Lmao, itu telah seminggu terjebak dalam logo mereka",positive
Asli baru pertama dwonload ga bisa di buka gmna sih 😑,Asli baru pertamad dwonload ga bisa di buka gmna sih!,negative
"Tolong di perbaiki, di kartu aplikasi ini ada saldo saya yang saya rasa cukup besar, sudah dicoba beberapa kali tapi tidak bisa di buka.","Tolong di perbaiki, di kartu aplicasi ini ada saldo saya sa rasa cukup besar, sudah dicoba beberapa kali tanak tada bisa di buka.",negative
Seriously 2 weeks my starbuck card cant use for unexplained error and no info from company?,Serius 2 minggu kartu starbuck saya tidak dapat menggunakan untuk kesalahan yang tidak dapat dijelaskan dan tidak ada info dari perusahaan?,negative
Stay on the first screen unable to click anything,Tetap pada layar pertama tidak dapat mengklik apapun,negative
Cant open,Tidak dapat membuka,negative
Sudah berhari-hari tak bisa dibuka bung. Wassalam,Sudah berhari-hari tak bisa dibuka bung. Wassalam,negative
Ga bs di buka. Padahal masih ada saldo di dalamnya :(,Ga bs di buka. Palahal masih ada saldo di dalamnya: buruk,negative
Saya buka apps starbucks tapi ngga bisa ke tampilan menunya malah diam di logonya aja kaya freezes appsnya jadi ngga bisa lihat rewardnya dan saldo starbuck cardnya,Saya buka apps starbucks trapi ngga bisa ke tampilan menunya malah diam di logonya ajanya kala membeku appsnya jadi nigga bisa lihat rewardnya dan kartu saldo starbucknya,negative
The app is stuck on the logo only. I can’t open the homepage. Please fix it lah,Aplikasinya hanya menempel pada logonya saja. Aku tak bisa membuka lamannya. Tolong perbaiki.,negative
Di iphone xr Baru buka app loadingnya lama banget ga kelar kelar di logo starbucks,Di iphone xr Baru buka app loadingnya lamar ga kelar kelar di logo starbucks,negative
"Problem with ios 16.1 on iphone 14. After install app, it just show starbuck logo and stuck. Can’t even login or do anything. Update pls","Masalah dengan IOS 16,1 di iphone 14. Setelah menginstal aplikasi, itu hanya menunjukkan logo starbuck dan terjebak. Bahkan tidak bisa login atau melakukan apa-apa. Mutakhirkan pls",positive
Stuck on logo. Like everybody else.,Terjebak pada logo. Seperti orang lain.,negative
iPhone 12 OS 16.1,iPhone 12 OS 16.1,negative
Stiap buka aplikasi gg pernah busa dibuka smpe kapan coba gg bisa pake starbuck card,Stiap buka aplicasi gg pernah busa dibuka smpe karan coba gg bisa pake starbuck card,positive
Tolong yah developernya dibenerin bug nya karna aplikasi tidak dapat dibuka dari kemarin2.,Toyong yah developernya dibenerin bug nya korna apnikasi tisak dapat dibuka dari kemarin2.,negative
It didn’t func anymore,Itu tidak func lagi,negative
"So i wanted to check my balance but every time i wanted to open the app, it seems to “stuck” or it’s simply just won’t budge and just don’t let me out of the green Starbucks Rewards screen forever.

Tried to redownload the app, the same problem still occurs.

Hope you can fix this!","Jadi saya ingin memeriksa keseimbangan saya tapi setiap kali saya ingin membuka aplikasi, tampaknya untuk Ástucké atau itu hanya memenangkan saja dan tidak membiarkan saya keluar dari layar Starbucks hijau Imbalan selamanya.

Mencoba untuk membongkar ulang aplikasi, masalah yang sama masih terjadi.

Semoga kau bisa memperbaiki ini!",negative
"Suka tiba tiba log out sendiri trs di bukanya lama banget kaya nge lag, app starbucks dengan brand yang gede aturan jangan kaya gini","Suka tiba tiba log out sensiri trs di bukanya lamaga banget kaya nge lag, app starbucks dengan merek yang gede aturan jagan kaya gini",negative
Please optimize the app for iPhone 14 Pro series. The app can’t be opened at all! So frustrating,Silakan optimalkan aplikasi untuk iPhone 14 Pro seri. Aplikasinya tidak bisa dibuka sama sekali! Sangat membuat frustasi.,negative
Kok cuman stuck di tulisan starbucks rewards aja ya,Kok cuman terjebak di Tulisan starbucks hadiah ya,negative
Dulu sering error/log out sendiri. Skrg malah tidak bisa dibuka. Sudah uninstall lalu install ulang pun tetep ga bisa kebuka.,Dulu sering error/log kirimiri. Srg malah tadak bisa dibukaa. Sudah uninstall lalu installulang pun tetep ga bisa kebuka.,negative
App ny udh ddownload udh join member eh besok ny dbuka gabisa loading aja ddiemin sejam ga kebuka2 lagi pdhl mw pake voucher ny👎🏻,App ny udh ddownload udh bergabung anggota eh besok ny dbuka gabisha loading aja ddiemin sejam ga kebukaa2 lagi dhl mdhw pake vouter ny,negative
"why the application still can't be used, while my voucher is about to expire. There is my money in app","mengapa aplikasi masih tidak dapat digunakan, sementara voucher saya akan berakhir. Ada uang saya dalam aplikasi",negative
"The app won’t even open, fix the bloody bug!","Aplikasinya bahkan tak mau terbuka, perbaiki kutunya!",negative
Gimana ya mau make fasilitasnya nih :((((,Gimana ya Mau make fasilitasnya nih :Aku tidak tahu.,negative
"udahh dua hari ini app ga bisa dibukaa, kenapaa yaa?","udahh dua hari ini app ga bisa dibukaa, Kenapaa yaa?",negative
"Hi, loyal costumer here.. i’ve been trying to log in for the past three days, and it always got stuck in the logo, even when i install/uninstalled the app.. when i opened the comment section, i realized that so many people experienced the same.. the crash happens like all the time, and by far, this is the worst.. Please, hire a decent IT guys or fix the app quality! Thanks","Hi, pelanggan setia di sini.. saya telah mencoba untuk log masuk selama tiga hari terakhir, dan itu selalu terjebak di logo, bahkan ketika saya menginstal / uninstalled aplikasi.. ketika saya membuka bagian komentar, saya menyadari bahwa begitu banyak orang mengalami hal yang sama.. kecelakaan terjadi seperti semua waktu, dan sejauh ini, ini adalah yang terburuk. Tolong, sewa orang IT yang layak atau perbaiki kualitas aplikasinya! Terima kasih",negative
Please fix it,Tolong perbaiki.,negative
Terpantau sampai tgl 5 November 2022 app masih belum bisa diakses dan cuma nongol layar hijau.,Terpantau sampai tgl 5 November 2022 app masih belum bisa diakeses dan cuma nongol layar hijau.,negative
Sering bgt error ngga bisa kebuka appnya,Sering bgt error ngga bisa kebuka appnya,negative
stuck di logo,terjebak di logo,negative
"Its almost 4 days i can't use this app, what happen?","Hampir 4 hari aku tidak bisa menggunakan aplikasi ini, apa yang terjadi? buruk",negative
"Aplikasi sering down dan susah utk kebuka, pembelian jd manual dan point jadi tidak bisa di klaim… 
Daftar menu minuman, makanan dan merchandise tidak ditemukan diaplikasi 😓
Riwayat transaksi tidak ada","Aplikasi sering down and susah utk kebuka, pembelian jd manual and point jadi ticak bisa di klaim... 
Daftar menu minuman, makanan dan perniagaan ticak ditemukan diaplicikan.
Riwayat transaksi ticak ada buruk",negative
"Saat buka aplikasi hanya stuck di logo starbuck, tolong bantu perbaiki yaaa","Saat buka aplicasi haha terjebak di logo starbuck, tolong bantu perbaiki yaaa",positive
I tried deleting and redownloading multiple times but still every time I try to open the app it’s stuck in the logo screen,Aku mencoba menghapus dan memuat ulang beberapa kali tapi masih setiap kali saya mencoba untuk membuka aplikasi itu terjebak di layar logo,negative
"MENDING SUAMI GUE YANG JADI DEVELOPERNYA!!! INI APLIKASI LEMOTTTTT BGT. PARAHHHHH!!!!! MAU LOGIN GAK BISA MASUK HAMPIR 30 MENIT, NGAPAIN AJA SIH INI KERJAAN IT NYAA HUHHHH 🥲🥲🥲🥲","MENDING SUAMI LIDAH YANG JADI DEVELOPERNYA!!!! Ini APLIKASI LEMOTTTTT BGT. PARAHHHHHH!!!!! MAU LOGIN GAK BISA MASUK HAMPIR 30 MENIT, NGAPAIN AJA SIH NI KERJAAN IT NYAA HUHHHH.",negative
It's hard to open the application,Sulit untuk membuka aplikasi,negative
"Hi Starbucks,
I can’t get into the apps on iOs 16.1 iPhone 13. Please fix it because I can’t do any transactions since I don’t have a physical card.
Thank you!","Hi Starbucks,
Aku tidak bisa masuk ke aplikasi di iOS 16,1 iPhone 13. Tolong perbaiki karena aku tak bisa melakukan transaksi karena aku tak punya kartu fisik.
Terima kasih!",negative
"Aplikasi gak bisa dibuka sama sekali, hanya muncul logo starbucks aja. Udah di reinstall tetap gak ada perubahan. Tolong diperbaiki dong","Aplikasi gak bisasa dibuka sama sekali, hanya muncul logo starbucks aja. Udah di reinstal tetap gak ada perubahan. Tolong diverbaiki dong",negative
"The app only show the sirens logo when i try to open, and i cant make any transactions. ☹️☹️☹️","Aplikasi hanya menunjukkan logo sirene ketika saya mencoba untuk membuka, dan saya tidak bisa membuat transaksi. Jadi, apa yang akan Anda lakukan?",negative
"Haduh ini kenapa gabisa login sih. Lama bgt, tolong dibenerin dong app nya, masa sekelas sbux kaya gini..","Hauh ini kenopa gabisa login sih. Lama bgt, tolong dibenerin dong app nya, masa sekelas sbux kaya gini..",negative
the app stuck on loading screen in iphone se 2,aplikasi terjebak dalam memuat layar dalam iphone se 2,negative
apps kacau gini,apps kacau gini buruk,negative
"Sudah 2hr saya tidak bisa membuka app ini. Hanya muncul popup awal dan tidak loading apapun
Tolong perbaikannya karna ini merugikan saya tidak bisa menggunakan saldo saya","Supa 2hr saya tidak bisa membukaa app inii. popup Hanya muncul awal dan tidak memuat apapun
Tolong perbaikannya karna ini merugikan saya tidak bisa menggunakan saldo saya",negative
Stuck on the splashscreen wth,Terjebak pada layar splash wth,negative
Tampilan apk stuck dihalaman utama,Tampilan apk terjebak dihalaman utama,negative
"Cannot open starbucks apps, screen blank","Tidak dapat membuka aplikasi starbucks, layar kosong",negative
This app is too slow. It’s very hard to open even you have stable mobile data or WLAN.  Wish the bug can be fixed asap.,Aplikasi ini terlalu lambat. Ini sangat sulit untuk membuka bahkan Anda memiliki stabil data mobile atau WLAN.  Berharap bug dapat diperbaiki asap.,negative
"Hadeuh. Gk bsa dipakai udah 3 hari dan tidak ada kabar sebelumnya. Padahal apps ini menyangkut keuangan, tapi sistem super payah","Hadeuh. Gk bsa dipakai udah 3 hari dan tada kabar sebelumnya. Palahal apps ini yangkut keuangan, tapiti sitem super payah",positive
"I tried to open this apps from yesterday, and nothing happen. Is it cause the apps still down or what? Cz my sbux card is gone. I need it to buy my sbux 😡","Aku mencoba untuk membuka aplikasi ini dari kemarin, dan tidak ada yang terjadi. Apakah itu menyebabkan aplikasi masih turun atau apa? Cz kartu sbux saya hilang. Saya membutuhkannya untuk membeli sbux saya.",negative
Kemarin top up baru masuk sehari berikutnya. Berkali2 tidak bisa di akses.,Kemarin top up baru masuk seharirikutnya. Berkali2 tikak bisa di acses.,positive
"I restarted my phone, reinstalled the app but still i cant open it. Stuck in the loading screen (sbux logo), i dont have a card and my money still on the e-card so i cant use my money","Aku menyalakan ulang ponselku, memasang ulang aplikasinya tapi aku masih tak bisa membukanya. Terjebak di layar loading ( logo sbux), saya tidak memiliki kartu dan uang saya masih pada e-kartu sehingga saya tidak bisa menggunakan uang saya",negative
"Parah men. 2 hari error. Balance masi banyak ga bisa kepake. Free upsize reward isn't acceptable. Enjoy this 1 star. 

Warm regards, 

Your loyal customer","Parah laki-laki. 2 hari error. Saldo masi banyak ga bisa kepake. Gratis menaikkan harga tidak dapat diterima. Nikmati bintang 1 ini. 

Salam hangat, 

Pelanggan setia Anda",negative
You Made tons off money and still cant hire a decent IT guys?,Anda membuat ton off uang dan masih tidak bisa menyewa orang IT yang layak?,negative
Aplikasi tidak bisa dibuka,Aplikasi tidak bisa dibuka,negative
Can’t even open the app after downloading,Bahkan tidak dapat membuka aplikasi setelah download,negative
"Setelah update apps hari ini, kok malah stuck diblayar hijau logo starbucks aja
Kenapa ya ?","Setelah mengupdate aplikasi hari ini, kok mah macet diblayar hijau logo starbucks aja
Kenapa ya?",negative
How could i use the discount if the app is not working?,Bagaimana saya bisa menggunakan diskon jika aplikasi tidak bekerja?,negative
"when i fill phone number in detail it request for preferred beverages, but after i fill the beverage the UPDATE button is lost","ketika saya mengisi nomor telepon secara detail itu meminta minuman yang disukai, tapi setelah saya mengisi minuman tombol UPDATE hilang",negative
Cannot open the app it’s freeze,Tidak dapat membuka aplikasi itu membeku,negative
"Nggak bisa buka aplikasinya, stuck logo terus","Nggak bisa buka aplicikasinya, stuck logo terus",negative
bt sumpah ngestuck di logo awal doang gabisa masuk ke aplikasi. zzzzzzz,"bt sumpa ngestuck di logo awal doang gabisa masuk ke aplicasi. Jika Anda ingin melakukan hal ini, Anda akan melihat apa yang Anda inginkan.",negative
"Apps nya stuck di logo, udah install uninstall bbrp kali 👎","Apps nya terjebak di logo, udah install uninstall bbrp Kali",negative
"Aplikasi tidak bisa dibuka, padahal lagi tumblr day","Aplikasi tidak bisa dibuka, palahal lagi dumblr day",negative
"I dont have any physical card, now the app wont open and i still have some balance left","Saya tidak memiliki kartu fisik, sekarang aplikasi tidak akan terbuka dan saya masih memiliki beberapa sisa keseimbangan",negative
Gak bisa dibuka,Gak bisa dibuka,negative
"kocak sih g bisa login, udah install ulang juga tetep g bisa login…. gw mau cek reward anjir","kocak sih g bisa login, udah instal ulang juga tetep g bisa login.... gw mau cre reward anjir",positive
"Ini aplikasi paling lemot (luaammbuaatt) di seluruh jagad raya. Developer rumah disuruh jadi developer application, ya jd aplikasi nya kyk gini neh, bikin malu nama besar Starbucks. Developer super tolol","Ini aplicasi paling lemot (luaammbuaatt) di seluruh jagad raya. Pengembang rumah disuruh jadi aplikasi developer, ya jd aplicasi nya kyk gini neh, bikin malu nama besar Starbucks. Pengembang super tolol",positive
"Wont even let me log in. Tried multiple times, day and night. 😔","Bahkan tidak mengijinkanku masuk. Mencoba beberapa kali, siang dan malam. Jadi, apa yang akan Anda lakukan?",negative
Cannot save phone number after submitting otp because there’s no instruction to add favorite beverage,Tidak dapat menyimpan nomor telepon setelah mengirim otp karena tidak ada instruksi untuk menambahkan minuman favorit,negative
Ga bisa login karena verification code ga masuk email,Ga bisa login karena verifikasi kode ga masuk email,negative
Always failed to get an otp number via gmail.,Selalu gagal untuk mendapatkan nomor otp melalui gmail. buruk,negative
So bad,Begitu buruk,negative
login susah,login susah,negative
"Otp ga ada di email samsek, gimana sih","Otp ga ada di email samsek, gimana sih",negative
"Brand nya terkenal, tp aplikasi nya jelek banget ih najis padahal antusias buat make tp kayak tai","Brand nya terkenal, tp aplaksi nya jelek banget ih najis palahal antus buat make tp kayak tai",negative
Infinity verification loop,Loop verifikasi tak terbatas,negative
Use code SARAHA-967CE2 for get reward,Gunakan kode SaraHA-967CE2 untuk mendapatkan hadiah,negative
mau top up susah bener va nya ga muncul muncul internet error terus padahal jaringan stabil aneh,mau top up susah bener va nya ga muncul muncul internet error terus palahal jaringan stabit aneh,negative
Why do you provide an app that just a complete failure?,Mengapa Anda memberikan aplikasi yang hanya kegagalan total?,negative
"Saya klik order tapi kenapa tidak ada pilihan untuk daerah wilayah saya, hanya stuck jakarta sedangkan di nearby store ada tapi jadinya tidak bisa order lewat app","Saya klik order tapia kena paka nidak ada pilihan unsuk daerah walayah saya, hanya terjebak jakarta sedangkan di dekatnya toko ada tada tapi jadinya tisak bisa perintah lewat aplikasi",negative
This version doesnt allowed u to top up via VA. Please fix this,Versi ini tidak memungkinkan u untuk top up melalui VA. Tolong perbaiki ini.,positive
"sudah TOP UP saldo via VA BCA , 50K di BCA berhasil tapi di apps nya saldo masih 0??? GIMANA INI HELP?? segitu juga duittty broo payah","Sudah TOP UP saldo via VA BCA, 50K di BCA berhasil tati di apps nya saldo masih 0???? GIMANA INI TOLONG? segitu juga duittty broo payah",positive
"Ngga bisa top up di app, mau top up disuruh masukin nomer hp. Masukin nomer hp keyboardnya nutupin tombol submit. Nyoba tap dimana2 ga ke hide keyboardnya.","Ngga bisa top up di app, Mau top up disuruh malukin nomer hp. Masukin nomer hp papan ketiknya nutupin tombol mengirimkan. Nyoba tap disana2 ga ke menyembunyikan keyboardnya.",positive
"I want to order, but the location can not retrive my current location","Aku ingin memesan, tapi lokasinya tidak bisa menunjukkan lokasiku saat ini.",negative
"App can’t be opened, stuck on Starbucks logo","App dapat dibuka, terjebak pada logo Starbucks",negative
"Disuruh verifikasi email tapi gak ada email dari aplikasinya, gimana mau verifikasi. Padahal mau aktivasi member","Disluruh verifikasi email tapii gak ada email dari aplicikasinya, gimana mau verifikasi. Anggota Palahal Mau aktivasi",negative
It still have a ton of bugs,Masih ada banyak serangga.,negative
"Awal2 download bisa topup via VA tpi skrg knp gk bsa yaaa?? Klo mau topup via VA diminta update nomor hpe , saat mau update nomor hpe malah gk bisa sroll ke bawah utk klik ""update""","Awal2 unduh topup bisa melalui VA tpi skrg knp gk bsa yaaa? Klo mau topup via VA diminta update nomor hpe, saat mau update nomor hlah gk bisa sroll kewah utk klik ""update""",negative
Gak bisa sign in gara-gara invalid username.,Tanda Gak bisa dalam nama pengguna gara-gara tidak valid.,negative
Tolong bug saat pengisian nomor telefon segera diperbaiki 🙏🏻 saya mau topup susah soalnya saya suka lupa bawa kartu,Tolong bug saat pengisian nomor telefon segera diverbaiki saya kala topup soalnya saya suka lupa bawa kartu,negative
"Mau daftar, OTP Nya ga dikirim mulu","Mau madkar, OTP Nya ga dikirim mulu",negative
"Uda berkali kali nyoba tetap ga dapet kode verification di email lwt web jg fail,gmn si ini sy mau log in jd gabisa bisa","Uda berkali kali nyoba tetap ga dapet kode verifikasi di email lwt web jg gagal,gmn si ini sy mau log dalam jd gabisa bisa",negative
"I have trouble logging into my account. It says that the verification code has been sent to my email account. I thought the server was down that time, so I tried again later and the next day but it remains the same..","Aku punya masalah masuk ke rekeningku. Dikatakan bahwa kode verifikasi telah dikirim ke akun email saya. Saya pikir server sedang down waktu itu, jadi saya mencoba lagi kemudian dan hari berikutnya tapi tetap sama..",negative
"Pake referral ku biar bisa dapet sbux harga 10k !!

AUNINN-F86F13","Pake referral ku biar bisa dapet sbux harga 10k!!

AUNINN-F86F13",negative
This app is a disgrace for starbucks. It asks my passcode million times after I open the app. When I want to top up it asks me to input my phone number in profile menu (just take me there!!!). And many more inconveniences I do not have the time or patience to mention.,Aplikasi ini adalah aib bagi starbucks. Ini meminta passcode saya juta kali setelah saya membuka aplikasi. Ketika saya ingin top up itu meminta saya untuk memasukkan nomor telepon saya dalam menu profile (hanya membawa saya ke sana!!!). Dan banyak lagi ketidaknyamanan Saya tidak punya waktu atau kesabaran untuk menyebutkan.,positive
"barusan install app trus baru sign up juga tapi tiba2 udah ada nomor cardnya, tapi itu bukan nomor card saya. mau masukin new card tapi gabisa katanya nomornya incorrect. anehhh","barusan install app trus baru sign up juga tapa tuba2 udah Ada nomor cardnya, tati itu bukan nomor card saya. kartu baru mau malukin tapi gabisa katanya nomornya tidak benar. anehhh",negative
"Selalu ada masalah dalam pendaftaran
Sangat buruk!","Selalu Ada masala dalam pendaftaraan
Sangat Buruk!",negative
I cant log into my account which probably still some balance in it,Aku tidak bisa masuk ke akun saya yang mungkin masih beberapa keseimbangan di dalamnya,negative
Tombol submit tertutup keyboard dan tidak bisa hide keyboard ataupun scroll up/down screen agar bisa rap Submit button. Profile tidak bisa di update di apps hingga sekarang.,Tombol mengirimkan papan ketik tertutup dan tidak bisa menyembunyikan papan ketik ataupun scroll up/down screen agar bisa rap submit button. Profil tidak bisa di update di aplikasi bingga sekarang.,negative
kecewa sama strabucks city plaza jatinegara. Gara2 viral ditik tok redem voucher 10k yang Tall alesannya kesalahan . Tapi temen2 yg lain di starbucks lain bisa ko. Tolong klo buat promo yang konsisten dan jelas ya. Udah rame ditik tok alesannya kesalahan. Starbucks City plaza Jatinegara,Kecewa sama strabucks kota plaza jatinegara. Gara2 ditik tok redem voucher 10k Yang Tinggi alesannya kesalaman. Tapi temen2 yg lain di starbucks lain bisa ko. Tolong klo buat promo yang konsisten dan jelas ya. Udah rame ditik tok alesannya kesalahan. Plaza Kota Starbucks Jatinegara,negative
Can’t login. It’s always said invalid password.,Tidak bisa login. Ini selalu mengatakan password yang tidak valid.,negative
Dapatkan Diskon 25K dengan kode YUSUFPASHAI-B8E96C,Dapatkan Diskon 25K degan kode YUSUFGASHI-B8E96C,negative
KHANSHAH-98DB56 bonus reward of IDR 25k with min purchase IDR 50k,KHANSHAH-98DB56 bonus hadiah IDR 25k dengan min pembelian IDR 50k,positive
"It takes more than 1 hour to open app, more to see barcode payment, i have topup but there’s no additional value","Butuh lebih dari 1 jam untuk membuka aplikasi, lebih untuk melihat pembayaran barcode, saya memiliki topup tapi ada tidak ada nilai tambahan buruk",negative
"Aplikasi ga jelas lemotnya minta ampun, mana saldo gue stuck di virtual card lumayan banyak Gue buka app sbucks nih sambil nahan rasa pengen banting hp

Ini yang buat aplikasi tolol banget apa gimana? Udah banyak keluhan orang ngomong lemot tapi ga diperbaiki","Aplikasi ga jelas lemotnya minta ampun, mana saldogue terjebak di kartu virtual lumayan banyak Gue buka app sbucks nih sambil nahan rasa pengen banting hp

Ini yang buat aplicikan tolol banget apa gimana? Udah banyak keluhan orang ngomong lemot tat ga diperbaiki",negative
lemot parah aplikasi apanih,lemot parah aplicasi apanih buruk,negative
Loading saja susah masuk,Memuat saja susah masuk,negative
Halo tolong dong developer iOS nya perbaiki aplikasinya. Saya mau buka aplikasinya lama banget dan ga bisa top up saldo sama sekali,Halo tolong dong developer iOS nya perbaiki aplikisinya. Saya mau buka aplicikasinya lama banget dan ga bisa top up saldo sama sekali,positive
"Walaupun banyak rating jelek, so far gue aman si","Walaupun banyak rating jelek, so far gue aman si",negative
"In menu card>manage> report lost card, I have selected the reason but there is no button available. So how can I submit my lost card report??","Dalam menu kartu>manage> laporan hilang kartu, saya telah memilih alasan tetapi tidak ada tombol yang tersedia. Jadi bagaimana aku bisa mengirimkan laporan kartuku yang hilang??",negative
"aduh aplikasi apa sih ini, waktu registrasi gagal terus katanya otp salah. padah jelas klo otp salah gabisa isi data. pas urah bisa registrasi mau login ehh otp nya g masuk masul di email, reaend otp malah keteranganya eror. ini mengecewakan banget😩","aduh aplicasi apa sih ini, waktu registrasi gagal terus katanya otp salah. Iah jelas klo otp salah gabisa isi data. pas urah bisa registrasi mau login ehh otp nya g masuk masul di email, reaend otp malah keterananya eror. ini mengcewakan bangetét",negative
"if you can add a feature to withdraw membercard balance transfers to atm, because people might need this feature, I really hope the developer listens to my advice, thank you","jika Anda dapat menambahkan fitur untuk menarik keseimbangan anggotacard transfer ke atm, karena orang mungkin membutuhkan fitur ini, saya benar-benar berharap pengembang mendengarkan saran saya, terima kasih",negative
blok,blok buruk,negative
Did not receive OTP when trying to register new account. Might need to fix the OTP provider from backend. Mobile & web response are 200,Tidak menerima OTP ketika mencoba mendaftar akun baru. Mungkin perlu memperbaiki operator OTP dari backend. Respon & web bergerak 200,negative
"why can't I join a member, I've repeated many times entering my phone number and trying to use another phone number but I still don't get the verification code","kenapa aku tidak bisa bergabung dengan anggota, aku sudah berulang kali memasuki nomor teleponku dan mencoba menggunakan nomor telepon lain tapi aku masih tidak mendapatkan kode verifikasi",negative
"App is unstable, the apps often keep loading for forever.","App tidak stabil, aplikasi sering terus dimuat untuk selamanya.",negative
"Pas mau bayar gabisa tulisannya password salah, pdhl bener passwordnyaa, jadi malu, untung crew sbucks baik”, kalo ga udah maluu banget","Pas mau bayar gabis tulisannya password salam, pdhl bener passwordnya, jadi malu, untung crew sbucks baikía, kalo ga udah maluu banget",negative
"sebesar SBI, bikin aplikasi bisa jelek nya kayak gni, gak bisa sign in, password nya salah, dst nya, belajar lg deh sblm iklan lbh gede, malu2in StarBucks aja.","Sebesar SBI, bikin aplicasi bisik bilek nya kayak, gak bissa sign in, password nya salah, dst nya belajar deh sblm iklan lbh gede, malu2in StarBucks aja.",negative
Kenapa menu top up bank lainnya sudah gak ada?,Menu Kenapa top up bank lainnya sudah gak ada?,positive
"Happy bgt bisa beli starbuck harga murah karena setiap kali kalian topup dapat promo dengan masukan kode ANITAS-06EC11 sebagai referral code kalian, banyak juga promo menarik mulai dr 10%,15% bahkan sampai ada yg free. Yuk download para pecinta starbuck JGN LUPA pakai kode referral diatas 👌","Selamat Bigt bigt bisa beli starbuck harga murah karena seciap kali kalian topup dapat promat promo degan masukan kode ANITAS-06EC11 sebagai referral code kalian, banyak juga promo muriklai dr 10%,15% bahkan sampai id yg gratis. Yuk unduh para pecinta starbuck JGN LUPA pakai kode referral diatas.",positive
"Experience a lot of trouble, can’t login. Need to upgrade service","Mengalami banyak masalah, tidak bisa login. Perlu meningkatkan layanan",negative
Males daftar karena copy and paste gak diijinkan baik di web atau pun di apps. Padahal gw rely banget sama password manager buat generate password yang random,Pria gila karena copy dan pasta gak diijinkan baik di web atau pun apps. Palahal gw rely banget sama password manager buat menghasilkan password yang acak,negative
"Ini kenapa gabisa sign in ya udah ganti pw berulang kali tetep gabisa, di website bisa tetapi di apk gabisa, ini gajelas banget si asli","Ini kenopa gabisa sign in ya udah ganti pw berulang kali tetep gabisa, di website bisa tetapi di apk gabisa, ini gajelas banget si asli",negative
Koq saya gj bisa buat akun,Koq saya gj bisa buat akun,positive
i have a problem with the change detail.. every time i input my phone number and i have to put my fav beverage my keyboard can't go down so i can not update the data.. already go to the nearest store but they said my phone got the problem not the app..,saya memiliki masalah dengan detail perubahan.. setiap kali saya masukan nomor telepon saya dan saya harus menempatkan minuman fav saya keyboard saya tidak bisa turun jadi saya tidak bisa memperbarui data.. sudah pergi ke toko terdekat tapi mereka mengatakan telepon saya mendapat masalah bukan aplikasi..,positive
