review_description,translated_text
Dissapointed,Kecewa
Bad apps,Aplikasi buruk
"Aplikasi saya tidak ada terbuka keterangannya “permintaan sedang tinggi, mohon tunggu lebih lama untuk membuka aplikasi”. Tapi sudah berhari hari aplikasi tetap tidak bisa terbuka, sudah dicoba hapus aplikasi tetap tidak bisa masuk.","Aplikasi saya tunggu wada terbuka terbuka ketragangannya ·permintaan sedang tinggi, mohon tunggu lebih lama untuk membuka aplicasi. Tapi sudah berhari hari aplicikan tetap tadak bisa terbuka, sudah dicoba haptus aplicasi tetap tidak bisa masuk."
Berkali kali mencoba sign up gk bisa .. ada masalah kah? Tolong di jelas kan.. makasih,Berkali kali mencoba sign up gk bisa.. Ada masala kah? Tolong di jelas kan.. Makasih
"Jelek bgt ini apps mau sign up gabisa bisa, tapi klo tumblr day hrs pake beginian biar 50%. Sengaja kali ya 💀","Jelek blan ini apps mau sign up gabisa bisa, tati klo tumblr day hrs pake startian biar 50%. Sengaja Kali ya"
After Install -> press button “JOIN NOW” yet the button does nothing at all!!!!,Setelah Instal -> tekan tombol JOIN SEKARANG Namun tombol tidak melakukan apa-apa!!!!!
Berkali-kali mencoba sign up gagal terus. Bagaimana mungkin brand sebesar Starbucks bisa punya aplikasi separah ini… ckckck,Berkali-kali mencoba tanda tangani terus gagal. Bagaimana mungkin merek sebesar Starbucks bisa punya aplicasi separah inii... kckck
"Kode OTP gak keluar, 
Keyboard gak bisa di auto hide, gak bisa kilk tombol update. Hmmm","Kode OTP gak keluar, 
Keyboard gak bisa di auto hide, gak bisa kilk tombol update. Hmmm"
"Starbucks management apa ga peduli dg bintang 2 apps rating nya ya. Dg brand sebesar ini, udh bertahun2 gituuu aja loading app nya, ga cuma app di device tp app di kasir juga lemot ga ketulungan, yg harus nya bs di handle 2 menit jd 5 menit, kan males ya.","Management Starbucks apa ga peduli dg bintang 2 apps rating ya. Dg brand sebesar ini, udh bertahun2 gituu aja loading app nya, ga cuma app di device tp app di kasir luga cemot gamot gatulungan, yg harus blus di handle 2 meinit jd 5 meit, kan laki-laki ya."
In the early morning the app cannot open due to high demand.,Pada pagi hari aplikasi tidak dapat membuka karena permintaan yang tinggi.
"Tolong di perbaiki, tidak bisa membuat akun badu","Tolong di perbaki, tidak bisa membuat akun badu"
Entah password email udh bner tapi ga bisa masuk,Entah password email udh bner tapir ga bisa masuk
"I claim only once but it deducts all my star

Now I have to claim all the coupon and my coupon got expiry","Saya mengklaim hanya sekali tapi memotong semua bintang saya

Sekarang saya harus mengklaim semua kupon dan kupon saya mendapat expiry"
"Eh pukimaknya ,kok gk bisa aku terdaftar udh nunggu 1 jam ya njeng , ntah cemana kelen org buat member kelen persulit macem mau nyobak pinjol ya anjg","Eh pukimaknya,kok gk bisa aku terdaftar udh nunggu 1 jam ya njeng, ntah cemana cemana kelen org buat member persulit macem mau nyobak pinjol yajg"
pakai kode JUVITA-A4FC0D buat dapetin voucher 25k 👍🏻,pakai kode JUVITA-A4FC0D buat dapetin voucher 25k å
Udh top up tapi gak bisa login :(,Udh up tapi gak bisa login : 1936
"Starbucks management have you ever review you online application ? i.e very slow accessing apps, slow displaying content/update. 
Do you have enough IT support and review their performance regularly ?? 
I’ve been used this apps for 2 years and almost give up with all of these issue!!
Whats ur improvement plan and when to be deployed ???","Manajer Starbucks apa kau pernah meninjau aplikasi online-mu? i.e sangat lambat mengakses aplikasi, lambat menampilkan konten/update. 
Apakah Anda memiliki dukungan IT cukup dan meninjau kinerja mereka secara teratur?? 
Aku sudah menggunakan aplikasi ini selama 2 tahun dan hampir menyerah dengan semua masalah ini!!
Apa rencana perbaikanmu dan kapan harus dikerahkan???"
"Loading appsnya terlalu, developer aplikasinya tolong dong di buat versi lebih ringan loadingnya. Masa iya mau bayar aja harus nunggu loadingnya sampe kim jong un badannya kayak cbum dulu 😭😭😭","Memuat aplikasinya terlalu, pengembang aplikasinya tolong dong di buat versi lebih ringan loadingnya. Masa iya mau bayar aja harus nunggu loadingnya sampe kim jong un badannya kayak cbum dulu"
"Can’t change password, week scurity, slow app.","Tidak dapat mengubah kata sandi, minggu scurity, aplikasi lambat."
Saya sudah coba beberapa kali sampai coba di uninstall ulang tapi tetap tidak bisa,Saya sudah coba beberapa kali sampai coba di uninstall ulang tapa tetap tidak bisa
nunggu 5 abad cuma buat nunggu OTP code,nunggu 5 abad cuma buat nunggu kode OTP
"Buat yang masih bingung cara daftarnya gimana silahkan pake kode referal dibawah dijamin langsung berhasil!
YOGIG-9ED6F9-6C5B05","Buat yang masingung cara gilarnya gimana silahkan pake referal dibawah dijamin langsung berhasil!
YOGIG-9ED6F9-6C5B05"
"mau join aja gagal terus, setengah jem nungguin masih gak gagal. 👎","mau bergabung dengan aja gagal terus, setengah jem nungguin masih gagal. Jadi, apa yang akan Anda lakukan?"
"Registrasi susah amat! 
Tolong segera diperbaiki","Registrasi susah amat! 
Tolong segera diverbaiki"
Pake kode sebelum daftar JOYJ-D057A5 free coffee,Pake kode sebelum madityar JOYJ-D057A5 kopi gratis
Sign up loading terussss astaga aplikasi sampah,Daftar loading terussss astaga aplicasi sampah
"Buruk banget sistemnya, mau sign in aja gk masuk reedem code nya","Buruk banget sitemnya, mau sign in aja gk masuk reedem code nya"
"Just take this app down, it doesn’t work AT ALL. Sign in? Doesn’t load. Register? Never got processed.","Hanya mengambil aplikasi ini turun, itu tidak bekerja sama sekali. Tanda tangan? Tidak ada isinya. Register? Tidak pernah diproses."
Just downloaded the app and I cannot register a new account,Hanya download aplikasi dan saya tidak bisa mendaftar akun baru
Bye!!!,Bye!!!
Sudah sign up pas login malah gak bisa. Aneh banget 😞,Sudah sign up pas login malah gak bisa. Aneh banget °
"Lemot bangetttt aplikasinya Astaghfirullah. Yang sat set gitu lhooo, masa sekelas starbucks aplikasinya begini, nangis dehhh😩","Lemot bangettt aplikasinya Astaghfirullah. Yang duduk mengatur gitu lhooo, masa sekelas starbucks aplicasinya starti, nangis dehhh"
"Jaman modern tp kyk jaman batu nih aplikasi. Sign up ga bisa 9menit gagal, 9menit lg gagal…gitu terus. Sekelas starbuck! Rating drop aja ga di benerin","Jaman modern tp kyk jaman batu nih aplicasi. Daftar ga bisa 9menit gagal, 9menit lg gagal...gitu terus. Sekelas starbuck! Rating drop aja ga di benerin"
Login aja gabisa HAHAHA,Login aja gabisa HAHAHA
Cannot topup from app at all. I always get infinite loading when trying to topup,Tidak dapat melakukan topup dari aplikasi sama sekali. Saya selalu mendapatkan loading tak terbatas ketika mencoba untuk topup
Emang aplikasi nya yg lelet atau emang jaringanku?? Tpi kalo emanh jaringan knpa aplikasi lain lancar jaya ya. Gimana nih untuk top up aja lamanya bukan main loadingnya hadehh🙃,Emang aplicikansi nya yg lelet atau emang jaringanku? Tpi kalo emanh jaringan knpa aplicasi lain Iancar jaya ya. Gimana nih untuk top up aja Ianya bukan main loadingnya hadehh
padahal udah nunggun sampe 15 menit,Palahal udah nunggun sampe 15 menit
Use >> ALDOS-B3D614 << to get discount! Please fix online order soon.,Gunakan untuk mendapatkan diskon! Tolong segera perbaiki pesanan onlinenya.
"TAFINV-87CAEB-A81E4F 

Masukin kode referral gaes pas pendaftaran lumayan diskon kopinya","TAFINV-87CAEB-A81E4F 

Masukin kode referral gaes pas pendaftaran lumayan diskon kopinya"
I tried resend many times but still there's no email receive to my email account,Aku mencoba mengirim ulang berkali-kali tapi masih tidak ada penerimaan email ke akun email saya
Anj susah bat,Aj susah bat
Selalu gabisa dibuka kalau pas mau dipake. Maksudnya apasih. Capek,Selalu gabisa dibukaa kalau pas mau dipake. Maksudnyapasih. Capek
"Baru kali ini download apk begini . Bad bgt , tiap masukin email , buat kode otp , tapi gda email masuk , sampe hapus apk nya lg , tak download lg , sama juga begitu . 
Parah bgt starbucks 👎","Baru Kali inii download apk begini. Bad bgt, tiap masukin email, buat kode otp, tati gda email masuk, sampe bhacus apk nya lg, tas download lg, sama juga begitu. 
Parah bgt starbucks."
"Entah kenapa susah banget buat daftarin diri di aplikasi ini, smpe heran apa emg dari hpnya atau gmn tpi coba pke hp lain jg sama aja ga bisa sign up, disuruh tunggi 14 menit tpi ga nongol apa2 aka ga ke sign up
Iseng coba sign in aja loading trus tampilannya","Entah kenapa banget buat maditarin dii di aplicikansi ini, smpe heran ag dari hpnya aau gmn coba pp lain jg aja ga bisa sign up, disuruh tunggi 14 menit gagol nopa2 aka ga
Iseng coba sign in aja loading trus tampilannya"
Reward nya ternyata expired di pagi hari 😅 Kmrn mau claim reward sore2 pas mau bayar di kasir rewardnya udah ngilang gitu aja dan jadi gak bisa dimanfaatkan.,Reward nya ternyata berakhir di pagi thari kmrn mau mengklaim hadiah sore2 pas mau basar di kasir pahalanya udah nigilang gitu aja dan jadi gak bisanfaatkankan.
"THE WORST APP EVER. udah sampe install uninstall install lagi, dan bahkan sign up aja ga bisa bisa. muter mulu. bye sih starbucks i rather go to excelso and their app","The WORST APP pernah. udah sampe install uninstall install lagi, dan bahkan sign up aja ga bisa bisa. Mulu yang lebih bisu. bye sih starbucks i rather go to excelso and their app"
this app very usefull,aplikasi ini sangat berguna!
"so sorry for starbucks, pelayanan kalian juara tp aplikasi kalian parah bgt. Gak guna juga dikasih tau ada member","sangat menyesal untuk starbucks, pelayanan kalian juara tp aplicikan kalian parah bgt. Gak guna juga dikayah tau ada member"
Parah kalau sudah sign out tidak bisa login!!!,Parah kalau sudah sign out tidak bisa login!!!
Setiap update personal data selalu error. Tidak berfungsi dengan optimal.,Setiap memutakhirkan galat selu data pribadi. Tidak berfungsi dengan optimal.
My star is gone app is slow.  poor apps!!!!,Aplikasi bintangku hilang lambat.  aplikasi miskin!!!
Udah di top up nga berubah balancenya. Ganti vendor lah yang lebih becus,Udah di top up nga berubah balancenya. Ginti vendor lah yang lebih becus
"Ini apps sbux knapa ya? Makin kesini makin makin, login muter2 terus diem, forgot password pun muter2 kaya ga responding, makin kacau banget, kaya cuma diem aja! Diperbaikki lah min, kiraiin update makin smooth kayaknya malah makin nge freeze.","Ini apps sbux knopa ya? Makin kesini makin makin, login muter2 terus diem, lupa password pun muker2 kaya ga menanggapi, makin kacau banget, kaya cuma diem aja! Diperbaikki lah min, kiraiin update membuat smooth kayaknya malah membuat ngge freeze."
"Asli dah jelek bngt, stabilin lagi dong appnya, mau join aja susah bngt","Asli dah jelek bngt, statilin lagi dong appnya, mau join aja susah bnt"
mau update data di profil ga bisa gara2 ketutupan keyboard. semoga cepat di fixed.,mau update data di profil ga bisa gaa2 ketutupan keyboard. Semoga cepat di fixed.
Kenapa tidak bisa order via aplikasi utk area pontianak? Padahal storenya ada di Pontianak tapi near store hanya detect di wilayah Jakarta aja,Kenapa tik bisa order melalui aplicikan utk daerah pontianak? Palahal storenya ada di Pontianak tapia dekat toko hanya mendeteksi di wilayah Jakarta aja
"TIDAK BISA LOG IN/SIGN IN, TIDAK BISA REGISTRASI/JOIN/SIGN UP. Sebaiknya di follow up karena ini fitur penting after sales service dari sbux. Membuat spender buang energi sungguh mengecewakan, lebih terlihat kalian mencoba daripada terlihat melayani. Thankyou.","TIDAK BISA LOG IN/SIGN IN, TIDAK BISA REGISTRASI/JOIN/SIGN UP. Sebaknya di menindaklanjuti karena inii penting fitur setelah layanan penjualan dari sbux. Membuat pemboros buang energi sungguh mengcewakan, lebih terlihat kalian mencoba daripada terlihat melayani. Terima kasih."
Akan bagus kalo bisa kirim voucher untuk sesama member/app user. Mohon dipertimbangkan.,Akan bagous kalo bisa kirim voucher untuk sesama anggota/app user. Mohon divertimbangkan.
"Erorr teruss, ga fungsi sama sekali","Erorr teruss, ga jamur sama sekali"
"Jelek , Parah , Ngeselin nih aplikasi makin kemari… erorr ga mau kebuka selalu HIGH DEMAND terus notif padahal wifi aman , data aman . PLEASE FIX IT ASAP MAP (mitra adi perkasa) support atau gerak lah cepat team apps atau IT kalian agar ga ngeselin melulu tiap pake ni aplikasi mau top up card dan lainnya 👎🏼👎🏼👎🏼👎🏼","Jelek, Parah, Ngeselin nih aplicasi makin kemari... erorr ga mau kebukaa selalu TINGGI terus notif palahal wifi aman, data aman. PLEASE FIX IT ASAP MAP (mitra adi spasa) support aau gerak ah cepat team apps atau IT KAlian agar ga ngeselin melu tiap pake ni aplicasi mau top card and lainnya"
"ga bisa top up karena ga bisa update data.
ga bisa update data karena tombol “Update” ketutupan keyboard.

UI/UX nya buruk.","ga bisa top up karena ga bisa update data.
ga bisa update data karena tombol åUpdateé keyboard ketutupan.

UI/UX nya buruk."
"Every actions require long loading time!
Please update the app and improve the performance","Setiap tindakan membutuhkan waktu yang lama memuat!
Harap perbarui aplikasi dan tingkatkan kinerja"
"Bikin susah bayar aja, loading terus.","Bikin susah bayar aja, loading terus."
tolong diperbarui donk aplikasinya supaya bisa pick up order via mobile,tolong diperbarui donk aplicasisinya supaya bisa pick up order via mobile
"Gua mau hapus ni app,udah download lama tapi sign in ngga bisa2,KECEWA😒","Gua Mau hadus ni app,tah download lama tati sign in ngga bisa2,KECEWA"
Tidak bisa sign up tidak bisa login gimana? 5 stars developer not working too maybe.,Tidak bisa sign up tidak bisa login gimana? 5 bintang pengembang tidak bekerja juga mungkin.
Mobile app paling lelet yg terinstall di iPhone saya,Aplikasi mobile paling lelet yg terinstall di iPhone saya
"MIKOK-EC2020-E3E535

pake kode itu biar dapat bonus.","MIKOK-EC2020-E3E535

pake kode itu biar dapat bonus."
Dari dulu sampe skrng gak pernah bisa log in aplikasinya. Tolong dong diperbaiki,Dari dulu sampe skrng gak pernah bisa log di aplicikasinya. Tolong dong diperbaiki
Cant login,Cant login
"Well done on the new UI and UX on the app level.  Is easy to use and user friendly.

However the app constantly hangs and even when it doesn't, it takes ages to access the points and wallet.  

Especially this recent 2 weeks the Starbucks server constantly hangs which resulted the app loading forever.  I had to pay via credit card or gopay thus loosing the points and not able to use my ewallet.  This is not acceptable and Starbucks NEEDS to work this out as soon as possible.","Well done pada UI baru dan UX pada tingkat aplikasi.  Mudah digunakan dan penggunanya ramah.

Namun aplikasi terus-menerus hang dan bahkan ketika tidak, dibutuhkan usia untuk mengakses poin dan dompet.  

Terutama 2 minggu terakhir ini Starbucks server terus-menerus hang yang menghasilkan aplikasi loading selamanya.  Aku harus membayar melalui kartu kredit atau gopay sehingga kehilangan poin dan tidak bisa menggunakan ewallet saya.  Ini tidak dapat diterima dan Starbucks PERLU untuk bekerja ini sesegera mungkin."
jangan lupa pake kode referal aku yaa biar dapetin bonus YUNINDAA-B65708-09A3A4,jangan lupa pake kode referal aku yaa biar dapetin bonus YUNINDAA-B65708-09A3A4
"Saya sebelumnya tinggal di Jakarta, skrg saya sudah di Surabaya. Mau order store nya cuma muncul yg di Jakarta. Sudah coba berapa kali gabisa pindah lokasinya. Very frustrating.","Sayaka sebelumnya tinggal di Jakarta, skrg saya sudah di Surabaya. Mau order store nya cuma muncul yg di Jakarta. Sudah coba berapa Kali gabisa pindah lokasinya. Sangat membuat frustasi."
"Tolong di benerin, ga bisa sign in, id dan pass sudah bener, hanya keluar loading doang abistu tidak masuk kmn mn","Tolong di benerin, ga bisa sign in, id and pass sudah bener, hanya keluar weading doang abistu tidak masuk kmn mn"
"Sudah dari tahun kemaren terkendala login, forgot password tidak mengirimkan email apapun.","Sudah dari tahun kemaren terkendala login, lupa password tilak ingirimkan email apapun."
"Aneh, ada fitur add card tapi setelah nomor kartu n password dimasukin, dibilang gagal. Berkali2. Trus minta tolong sama staff Sbux sama sekali gak mau bantu. Malah diminta kirim email ke cust service. What an attitude.","Aneh, Ada fitur tambahkan kartu Tapi setelah nomor kartu n password digasukin, dibilang gagal. Berkali2. Trus minta tolong sama staf Sbux sama sekali gak mau bantu. Malah diminta kirim email ke cust service. Sikap yang bagus."
"menyedihkan karena ini sering terjadi, apps terlalu lama loading dan pembayaran jadi terganggu.","menyedihkan karena inii sering terjadi, apps terlalu lama loading dan pembayaran jadi terganggu."
"Gabisa login, udah berkali kali reset password tapi tetep salah terus","Gabisa login, udah berkali Kali mereset password tapip tetep salam terus"
Ga niat bikin aplikasi kyaknya,Ga niat bikin aplicikan yaknya
"Due to high demand your request is taking longer to process than expected. Please try again later. We apologize for the inconvenience.

Sudah di email ke customer care tidak ada tanggapan
Gagal bayar sama pake reward d apps nya

Mungkin capacity server apps nya bs ditambahkan untuk kebutuhan customer

Thanks","Karena permintaan Anda yang tinggi memakan waktu lebih lama untuk memprosesnya dari yang diharapkan. Silakan coba lagi nanti. Kami mohon maaf atas ketidaknyamanan ini.

Sudah di email ke customer care ticak ada tanggapan
Gagal bayar sama pake reward d apps nya

Aplikasi server kapasitas Mungkin nya bs ditambahkan untuk kebutuhan pelanggan

Terima kasih"
"Lemot bray padahal internetnya kenceng, kalo rame dikit karena ada promo suka loading terus appsnya","Lemot bray palahal internetnya kenceng, kalo rame dikit karena ada promo suka loading terus appsnya"
"Ga bisa login mulu, ga bisa dipake","Ga bisa login mulu, ga bisa dipake"
"Aplikasi geblek, server sering error.
Optionsnya juga mempersulit pengguna.
So cheap…","Aplikasi geblek, server sering error.
Optionnya juga mempersulit pengguna.
Murah sekali..."
"Pls your big company use a better server, loading time take to long cant login cant register wth","Pls perusahaan besar Anda menggunakan server yang lebih baik, loading time to long cant login cant register wth"
"Sangking sering nya nih app crash, jadi mikir lumayan juga yah ada jadwal crash yang regular, company bisa save berapa duit dari orang ngga utilize reward, points, dll.","Sangking sering nya nih app crash, jadi mikir lumayan yah jadwal crash yang reguler, perusahaan bisa menyimpan berapa duit dari ang ngga memanfaatkan hadiah, poin, dll."
Yg bikin apps nya lulusan smk ya min? Sekelas starbucks ga mampu bikin apps yg lebih berkualitas? Najis bgt apps gembel gini harga minuman selangit. Malu-maluin!!,Apa yang kau lakukan? Sekelas starbucks ga mampu bikin apps yg lebih berkualitass? Najis bgt apps gewelbel gini harga minuman selangit. Malu-malu!!
"Always found my apps can’t be using for and taking so long time to processing! the reason from the apps “due to high demand your request  taking longer time, please try again” and yep i try approximately in the last two month nothing changes, nothing fixed","Selalu menemukan aplikasi saya tidak dapat menggunakan untuk dan mengambil begitu lama untuk memproses! Alasan dari aplikasi untuk meminta permintaan Anda lebih lama lagi, silakan coba lagi dan yap saya coba kira-kira dalam dua bulan terakhir tidak ada perubahan, tidak ada yang tetap"
"udh 1-2 bulanan ini apps susah amet di akses, gmna mo nuker reward ama bayar coba 🙄","udh 1-2 bulanan ini apps susah amet di akses, gmna mo numer reward Ama Bayar coba."
gabisa login nyusahin oi,gabisa login nyusahin oi
"Berkali-kali login tapi gagal karena verification code ga masuk-masuk ke email terdaftar.
Apakah ada solusi ?","Berkali-kali login Tapi gagal karena kode verifikasi ga masuk-masuk ke email terdaftar.
Apakah ada solusi?"
Padahal udah top up sinyal ada tapi nggak bisa melakukan payment menggunakan aplikasi.,Palahal udah top up silyal Ada tata ngak bisa melakukan pembayaran menggunakan aplicasi.
Aplikasi saat di buka loading terlalu lama,Aplikasi saat di buka loading terlalu lama
Aplikasinya lemot bgt heran 😭,Aplikasinya lemot bgt heran ı
"Apps nya getting better ya, tapi kadang emang suka berat kalo internet / wifi nya jelek. The rest of it okay...","Apps nya mendapatkan lebih baik ya, tapi kadang emang suka berat kalo internet / wifi nya jelek. Sisanya baik-baik saja..."
the apps its not working,aplikasinya tidak bekerja
"Jangan lupa masukin kode referral aku ya:

YARAS-DC3ECD

Thank you🙏🏼","Jangan lupa malukin kode referral aku ya:

YARAS-DC3ECD

Terima kasih."
Ok this app need to improve but any things are useful and easy to use. I use it every transaction in store. Wanna use for online purchase in Bandung which cannot find any store in this city. Just Jakarta.,"Baiklah, aplikasi ini perlu diperbaiki tapi semua hal berguna dan mudah digunakan. Aku menggunakannya setiap transaksi di toko. Ingin digunakan untuk pembelian online di Bandung yang tidak dapat menemukan toko di kota ini. Hanya Jakarta."
silahkan pakai kode referall ini untuk mendapatkan diskon reward 50% NADIAH-387B83,silahkan pakai kode mereferall ini untuk mendapatkan diskon reward 50% NADIAH-387B83
Thanks,Terima kasih
Saya suka dengan promo di app nya,Saya suka dengan promo di app nya
The aplikasi is not working. Tidak bisa masuk. Tapi from the website bisa log in.,Aplikasi tidak bekerja. Tidak bisa masuk. Tapi dari website Bisa masuk.
"So confused napa pd blg this apps is bad! Since download till now for a years ga pernah ada kendala. Dr sign in, add cards, bonus, top up dll. Thank God bertahun-tahun pake going very well. Keep it up! And pake apps untungnya banyak bonus yg didapat so why not! Haha","Jadi bingung napa pd blg aplikasi ini buruk! Sejak download sampai sekarang selama bertahun-tahun ga pernah Ada kendala. Dr sign in, add cards, bonus, top up dll. Terima kasih Tuhan bertahun-tahun pake berjalan dengan sangat baik. Keep it up! Dan pake apps untungnya banyak bonus yg didapat jadi mengapa tidak! Haha"
"Dari semua app yang saya pakai, App ini yang paling ribet dan gajelas. Bikin bingung buat user baru. Kalo user lama dah kebiasalah ya sama tampilannya","Dari semua app yang saya pakai, App ini yang paling ribe dan gajelas. Bikin bingung buat user baru. Kali user lama dah kebiasalah ya ya sama tampilannya"
"Untuk pendaftaran wajib banget pake code referal padahal member baru. ⭐️
Offline Card tidak bisa di input ke apps karena password berbeda dengan online ⭐️

Referral Code : TEGUHR-A63E83-B31E24","Untuk pendaftaraan wajib banget pake kode referal Palahal anggota baru. Jadi, apa yang akan Anda lakukan?
Offline Card ticak bisa di masukan ke apps karena password berbeda dengan online

ReferaI Code : TEGUHR-A63E83-B31E24"
Shhhh 😒,Shhhh those.
"Hi Devs, I cannot top up from your apps since it asks me to fill my number, while after I submit the otp number it forces me to logout, login again, and failing to do top up again. Kindly fix the bug please.","Hai Devs, aku tidak bisa menggantikan aplikasimu karena itu memintaku untuk mengisi nomorku, sementara setelah aku menyerahkan nomor otp itu memaksaku untuk logout, login lagi, dan gagal untuk melakukan top up lagi. Tolong perbaiki bugnya."
"Tapi mayan lah kalo dapet refferalnya.

Yg baru install, pake refferal code ku ya:

ALIM-4F0FBE-FD1D24

(itu yg abis 4F, huruf nol ya)

Nanti bisa dapet disc 25k minimum pembelian 50k

Thankssss","Tapi mungkin saja, tapilo dapet refferalnya.

Yg baru install, pake refferal code ku ya:

ALIM-4F0FBE-FD1D24

(itu yg abis 4F, huruf nol ya)

Nanti bisa dapet disc 25k minimum pembelian 50k

Terima kasih"
"Saya coba edit profile untuk menambahkan nomor handphone. Setelah mendapatkan dan kemudian mengisi otp, saya diharuskan mengisi favourite beverage. Kemudian saya tidak bisa menyelesaikan post tersebut, karena saya tidak bisa scroll ke update button karena tertutup keboard. Saya tidak bisa topup melalui app karena masalah ini. Mohon diperbaiki. Masih belum diupdate ya 08/07/2023","Saya coba sunting profil untuk menambahkan nomor handphone. Setelah mendapatkan dan kemudian lingisi otp, mengatakan minuman favorit diharuskan engisi. Kemudian saya tidak bisa menyelesaikan post tersebut, karena saya tidak bisa scroll ke update button karena terutup keboard. Saya tidak bisa topup melalui app karena masala inii. Mohon diperbaki. Masih belum diupdate ya 08/07/2023"
"i don’t get what people are saying.. since the first time i’ve downloaded the app, i have zero complaints. the app runs smoothly, not to mention it has everything you need to make a purchase on or off the store.","aku tidak mengerti apa yang orang katakan.. sejak pertama kali aku mengunduh aplikasi, aku tidak punya keluhan. aplikasi berjalan lancar, belum lagi itu memiliki segala sesuatu yang Anda butuhkan untuk membuat pembelian pada atau dari toko."
"busuk banget aplikasinya pantes cuma bintang 2, kalah sama tetangga. pdhl brand besar. payah","busuk banget aplicikasinya pantes cuma bintang 2, kalah sama tetangga. pdhl merek besar. payah"
Aplikasi apaaan ini.katasandi salah dikit susah kali buat restart sandi nya. Emang ya begini aplikasinya,Aplikasi apaan ini.katasandi salah dikit susah kali buat restart sandi nya. Emang ya begini aplicikasinya
Gak bisa login sama sekali udh d coba di beberpa device gak bsa juga malah ada tulisan cannot retrieve data perasaan password ama email udh bener,Gak bisa login sama sekali udh d codh d coba di beberpa device gak bsa juga malah ada tulisan tidak dapat mengambil data perasaan password ama email udh bener
"Uda sign up beberapa kali gagal loading terus nunggu 14 detik sampe 3-4 kali, terus loading lagi suru tunggu 15 menit

Gila jenius banget yang bikin app, TOP BGT","Uda tanda atas beberapa kali gagal memuat terus nunggu 14 detik sampe 3-4 kali, terus loading lagi suru tunggu 15 menit

Gila jenius banget yang bikin app, TOP BGT"
Pakai kode refferal dapet diskon 25K!!!,Pakai kode refferal dapet diskon 25K!!!
Susah login. Padahal sudah regist dgn akun yg bener tapi engga bisa masuk-masuk,Susah login. Palahal sudah regist dgn akun yg bener taki engga bisa masuk-mauk
"Tidak bisa registrasi sama sekali, kode otp sudah benar dan sudah diisi data nya, di pencet sign up hanya loading doang tidak ada apa apa setelah menunggu loading","Tidak bisa registrasi sama sekali, kode otp sudah benar dan sudah diisi data nya, di pennyt sign up hanya pang tung ticada apa setelugu loading"
"lama sekali terbukanya sudah top up dr rumah maksud biar tap langsung malah lama dan error saya bisa berdiri depan cashier 30 menit grgr aplikasi ini 

Mau niat simple gabawa kartu fisik malah saya dibikin ribet","Lama sekali terbukaa sudah top up dr rumah maskud biar langsung malah lama dan error saya bisa beririri depan kasir 30 menit ggr aplicasi ini 

Mau niat simple gabawa kartu fisik malah saya dibikin riket"
"sudah top up saldo lewat online dan berhasil namun saldo tidak masuk, sudah email cs belum ada jawaban","sudah top up saldo lewat online dan berhasil namun saldo ticak masak, sudah email cs belum ada jawaban"
"Been using this app for almost 2 years, love the rewards and the discounts. My fave discounts are Tasty Tuesday and BYOT on Thu ❤️❤️❤️
So far it’s easy to use the app and top up the balance (using BCA VA)","Telah menggunakan aplikasi ini selama hampir 2 tahun, mencintai hadiah dan diskon. Diskon fave saya adalah Tasty Selasa dan BYOT di Thu.
Sejauh ini mudah untuk menggunakan aplikasi dan top up keseimbangan (menggunakan BCA VA)"
"Trash app! Can’t login, reinstall the app but still same","Aplikasi sampah! Tidak dapat login, memasang ulang aplikasi tapi masih sama"
MAULM-221992-DEB68E pasti banyak promonya,MAULM-2292-DEB68E pasti banyak promonya
Lebih buruk dari yg sebelum upgrade sumpah lemottt bingit,Lebih buruk dari yg sebelum upgrade sumpah lemott bingit
"I cant change / update profile since its seems not compatible fot iPhone 13, impacting i cant top up balance","Saya tidak bisa mengubah / update profil karena nya tampaknya tidak kompatibel fot iPhone 13, berdampak i cant top up balance"
"Masukan kode referral : SHANTIP-896256-2CEA15

Nanti dapet benefit :
* disc 50% (max 25k, min belanja 50k)
* minuman 10k (size tall only)
* ⭐️10","Masukan kode referral: SHANTIP-896256-2CEA15

Nanti dapet manfaat:
* Disk 50% (max 25k, min belanja 50k)
* minuman 10k (ukuran hanya)
* 0,0,0,0,0,0,0,0,0,3"
kenapa dah uda login eror mulu dari tadi pagi,Kenapadahuda loginerer mulu dari tadai pagi
"Pass udh bener tpi gabisa masuk, mau buat akun baru tpi nomor already registed","Pass udh bener tpi gabisa masuk, mau buat akun baru tpi nomor already registed"
Tampilan nya bagus dan informazi promo setiap hari nya diupdate keren.,Tampilan nya bagos dan menginformasikan promazi promo seticap hari nya diupdate keren.
"After press sign up button there’ count down timer but nothing happen & never sign up, still in the same page. Choose sigin after complete the data, it didn’t sign in (no changez in screen)","Setelah tekan mendaftar tombol di sana menghitung mundur timer tapi tidak ada yang terjadi dan tidak pernah mendaftar, masih dalam halaman yang sama. Pilih sigin setelah melengkapi data, itu tidak masuk (tidak ada changez dalam layar)"
"Buka menu order tapi ga keload apa apa, buat apa bikin aplikasi kalo gabisa order?? Masih jauh lebih cakep app nya fore","Buka menu order tapi ga keload apapa, buat apap bikin aplicasi pesanan gabisa? Masih jauh lebih cakep app nya fore"
Sangat membabtu aktivitas pembelanjaan dia store 🥰,Sangat membabtu aktivisa pembelanjaan dia store ı
